q_code,e_text
I,RWY17R/35LILS不工作.
M,撤消以下滑行道:1.A滑行道以北的A3滑行道.2.A滑行道以北的A4滑行道.
P,已编入永久性资料.
A,"下列航路（线）段高度在6,600米（不含）以下禁航：1.W220航路（SANID-BAV）段，2.W72航路（VIKON-OMGEL）段，3.W69航路（P526-EGILO）段，4.W64航路（P527-OMGEL）段.F)FL000G)FL216"
N,"大王庄VOR/DME'VYK'112.7MHZ/CH74X不提供使用,因维护."
M,11号停机位恢复正常使用.
M,"RWY03/21关闭,因跑道道面修补."
I,RWY18RILS仅供测试，不可使用因校飞.
M,关闭K2滑行道与T2滑行道之间的K滑行道.
M,"Q3滑行道至Q6滑行道之间的Q滑行道关闭,因维护."
M,1.关闭F2滑行道以南的Z3滑行道.2.关闭F0滑行道.
M,"关闭下列滑行道或滑行线:1.P1滑行道至B8滑行道之间的A滑行道(允许从P2滑行道,P3滑行道,P5滑行道,P6滑行道穿越A滑行道);2.A滑行道至D滑行道之间的P4滑行道(包含A滑行道与P4滑行道之间的交叉道口);"
I,"1.DME03'IGH'CH32Y仅供测试,不可使用,因校飞.2.DME21'IXH'CH32Y仅供测试,不可使用,因校飞."
I,RWY17L/35RILS不工作.
M,关闭C1滑行道与Z4滑行道之间的D1滑行道.
M,C13滑行道至Q滑行道之间的C滑行道关闭，因维护.
F,不接收备降，因道面修补.
M,关闭A滑行道至B滑行道之间的H7滑行道.
M,关闭下列滑行道或滑行线:1.位于C滑行道以西的Q2滑行道;2.340机位至L15C滑行线之间的L15滑行线;
M,关闭下列滑行道或滑行线:1.D15滑行道至H6滑行道之间的D滑行道;2.C滑行道至RWY18R/36L之间的H1滑行道;
A,"因临时活动,所有经H18航线中向塘VOR(KHN)-P47,所有高度关闭.原计划航路走浠水VOR(XSH)-W105-PEXEK-H18-青州NDB(DO)(来回)的航班改走:浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).原计划航路走OVTAN-H24-向塘VOR(KHN)-H18-青州NDB(DO)(来回)的航班改走:OVTAN-H24-P263-H2-青州NDB(DO).改航听从管制指挥.F)SFCG)UNL"
F,"机场不接收备降,紧急情况除外,因机位紧张."
M,关闭T5滑行道与Y6滑行道之间的G滑行道.
I,"1.DME07'IZZ'CH24X仅供测试,不可使用,因校飞.2.DME25'IPX'CH50X仅供测试,不可使用,因校飞."
I,DME21'INC'CH42X恢复正常使用.
M,关闭下列滑行道或滑行线:1.P1滑行道至P6滑行道之间的D滑行道(允许从P4滑行道穿越D滑行道);2.C滑行道至D滑行道之间的P2滑行道(包含D滑行道与P2滑行道之间的交叉道口);
F,"机场关闭,因演练."
I,DME16'IDA'CH56X恢复正常.
M,"RWY06/24关闭,因维护."
M,"N滑行道以西的C、D滑行道关闭,因维护."
M,关闭T4滑行道与H滑行道之间的Y1滑行道.
M,关闭下列滑行道：1.E4滑行道以南的G滑行道.2.E4滑行道以南的E滑行道.3.E5滑行道以南的D滑行道.4.E0滑行道.5.E1滑行道.6.E2滑行道.7.E3滑行道.8.E4滑行道与T4滑行道的G滑行道.
M,RWY01/19关闭.
A,"因临时活动,除经浠水VOR(XSH)至昌北、九江、赣州,其他所有经浠水VOR(XSH)-W105-PEXEK-H18-向塘VOR(KHN)-青州NDB(DO)(来回),高度7,200米(含)以下航班改航.改航后为(来回):浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).改航听从管制指挥.F)FL000G)FL236"
M,关闭下列滑行道或滑行线:1.位于C滑行道以西的Q4滑行道;2.323机位至325机位之间的L15滑行线;
R,"划设临时限制区,以N3852E1央为中心，半径20千米范围内，地面至无限高，要求净空.F)SFCG)UNL"
I,RWY17L/35RILS不工作.
M,264号停机位关闭.
M,见下一份通告.
M,B滑行道与D滑行道之间A滑行道关闭，因施工.
M,关闭F3滑行道与F7滑行道之间的F滑行道.
M,下列滑行道关闭：1.D3滑行道与D5滑行道之间的Z4滑行道.2.M滑行道以南的D4滑行道.
M,下列滑行道关闭：1.F4滑行道与M7滑行道之间的Z3滑行道.2.Z9滑行道与F滑行道之间的F7滑行道.
M,"RWY11/29关闭,因道面维护."
M,关闭下列滑行道:1.B滑行道以东的M滑行道.2.L滑行道.
M,62号停机位关闭，因施工.关闭区域设置警示标识.
N,"扬州VOR/DME'SJD'113.1MHZ/CH78X仅供测试,不可使用,因飞行校7526"
I,CNLNTM.
R,"划设临时限制区,N304312E111空-N290300E114范-N283412E1143148-N271724E1164612-N251948E1152248-N282324E110凛六点连线范围内，地表至无限高，要求净空.F)SFCG)UNL"
F,"本场不接收国际(含港澳台地区)备降航班,紧急情况除外."
M,RWY01/19关闭，因维护.
I,"RWY16ILS仅供测试,不可使用,因校飞."
M,"RWY16L/34R关闭跑道关闭期间,设置跑道临时关闭标志."
I,"RWY31ILS仅供测试,不可使用,因校飞."
M,"关闭下列滑行道或滑行线:1.E7滑行道至R1滑行道之间的F滑行道(允许从R3滑行道,R4滑行道,R5滑行道穿越F滑行道);2.F滑行道至G滑行道之间的R2滑行道(包含F滑行道与R2滑行道之间的交叉道口);3.F滑行道至G滑行道之间的R6滑行道(包含F滑行道与R6滑行道之间的交叉道口);"
M,RWY11L/29R关闭.
M,关闭下列滑行道：1.H3滑行道.2.H4滑行道.3.H5滑行道.4.H6滑行道.5.H10滑行道.6.H11滑行道.7.H滑行道.8.T滑行道.9.T3滑行道以南的J滑行道.
I,"RWY09ILS仅供测试,不可使用,因校飞."
M,关闭Z6滑行道与T1滑行道之间的B滑行道.
M,RWY03/21与A滑行道之间的D滑行道关闭，因道面维护9975
A,因其他空域用户活动，以下航线段全高度禁航:1.J852航线JND-P187航段;2.J851航线JND-P223航段.F)GNDG)UNL
F,"本场不停航施工，施工区域如下：P滑行道中心线以北43.5米至435米,N6滑行道中心线以东43.5米至400米的矩形区域.施工区域设置警戒线和红色警示灯."
M,关闭A滑行道.
I,"RWY24ILS仅供测试,不可使用,因校飞."
M,CNL.
N,"昌北VOR/DME'NCH'115.1MHZ/CH98X不提供使用,因维护."
I,RWY23ILS恢复正常.
I,RWY17L/35RILS仅供测试，不可使用因维护.
A,"下列航路（线）段高度在7,800M(含)以下禁航：1.B208航路（呼和浩特VOR'HET'-NIXAL)段，2.G343航路（土木尔台VOR'TMR'-NIXAL）段，3.W32航路（呼和浩特VOR'HET'-INTIK)段,4.W28航路（RURNU-KEVOB)段.F)FL000G)FL256"
F,"1.青岛胶东机场禁止使用机位除冰模式,实施自滑入除冰坪定点除冰.翼展36米以下航空器实施慢车除冰,其他航空器实施关车除冰.2.除冰液统一参数如下:I型液液型:CLEANSURFACEI混合比:50/50;II型液液型:CLEANWINGII混合比:100/0."
I,"RWY35LILS不提供使用,因设备巡检."
M,关闭W1滑行道至W4滑行道之间的T3滑行道
M,"RWY16R/34L关闭(8月1日,允许从R1,R3,R5,R6滑行道穿越RWY16R/34L;8月5日,允许从R1,R2,R4,R6滑行道穿越RWY16R/34L;)跑道关闭期间,设置跑道临时关闭标志."
M,"关闭A滑行道,因维护."
M,"5号,6号停机位关闭,因日常维护."
M,"A8滑行道以东的A滑行道关闭,因维护."
I,RWY01DME'INJ'CH22X不提供使用，因飞行校验.
F,本场不接收进港航班，因机场低能见度天气.
M,关闭下列滑行道:1.B滑行道以东的T1滑行道.2.Q8滑行道以北的Q滑行道.3.P滑行道以东的Q9滑行道.
M,"N滑行道关闭,因维护."
M,关闭下列滑行道:1.Y4滑行道.2.T4滑行道以北的Y1滑行道.3.T4滑行道以北的Y2滑行道.4.T4滑行道以北的Y3滑行道.5.Y6滑行道以南的Y5滑行道.6.Y1滑行道与Y0滑行道之间的Z0滑行道.
I,"RWY18RILS不提供使用,因飞行校验."
M,RWY06/24恢复正常使用.
A,"下列航路（线）段高度在6,600米（不含）以下禁航：1.W220航路（SANID-BAV）段，2.W72航路（VIKON-OMGEL）段，3.W69航路（P526-EGILO）段，4.W64航路（P527-OMGEL）段.F)FL000G)FL216"
M,"N滑行道以西的A滑行道关闭,因维护."
M,CNLNTM.
X,"参阅NAIPZSLG机场使用细则1.ZSLGAD2.2机场地理位置和管理资料中与城市的位置关系修改为:连云港市政府广场真方位190度,20.7KM.2.ZSLGAD2.20本场飞行规定中机场使用规定1.2修改为:本场可供B757-200同类及以下机型使用."
M,"RWY13/31关闭,因施工."
M,见下一份报.
F,"机场不停航施工,施工区域如下:RWY21入口以南714M至734M,跑道中心线以西367M至394M.请机组注意观察."
M,关闭326机位至328机位之间的L15滑行4848
I,RWY17L/35RILS不工作.
M,117-120号停机位之间的C1滑行道向西移27米，因施工9975
F,RWY03RVR设备A不工作，因维护.
A,"下列航路（线）段高度在6,600M(不含)以下禁航：1.W64航路（VALNI-UBRAG)段，2.W69航路(DUDIL-TOREL）段.F)FL000G)FL216"
A,"下列航路（线）段高度在6,600米（不含）以下禁航：1.W220航路（SANID-BAV）段，2.W72航路（VIKON-OMGEL）段，3.W69航路（P526-EGILO）段，4.W64航路（P527-OMGEL）段.F)FL000G)FL216"
I,"DME16R'IZZ'CH24X仅供测试,不可使用,因校飞."
M,"关闭下列滑行道或滑行线:1.P1滑行道至P6滑行道之间的C滑行道(包含P6滑行道与C滑行道之间的交叉道口;允许从P2滑行道,P4滑行道穿越C滑行道);2.P1滑行道至P6滑行道之间的D滑行道(包含P6滑行道与D滑行道之间的交叉道口;允许从P2滑行道,P4滑行道穿越D滑行道);3.L15滑行线至D滑行道之间的P6滑行道(包含L15滑行线与P6滑行道,D滑行道与P6滑行道之间的交叉道口);"
X,北京/首都机场飞行校验计划：9月28日-9月30日每日00:00-08:00校验RWY36RILS校验RWY18RILS校验RWY18RDME导航台不提供使用及恢复正常工作以后续航行通告为准.
I,"RWY07/25ILS仅供测试,不可使用,因保护区割草."
M,"RWY17R/35L关闭(允许从P1,P4,P6滑行道穿越RWY17R/35L)跑道关闭期间,设置跑道临时关闭标志."
N,CNL.
M,RWY16R/34L关闭，因维护施工.跑道关闭期间，需穿越该跑道的航空器仅限使用A11、B8和A1、B1滑行道.
M,"RWY17R/35L关闭(允许从P1,P2,P4滑行道穿越RWY17R/35L)跑道关闭期间,设置跑道临时关闭标志."
F,"机场不停航施工,施工区域如下:1.04跑道入口以东290米至1375米,跑道中心线以北162米至180米的矩形区域2.04跑道入口以东85米至290米,跑道中心线以北75米至180米的矩形区域施工区域滑行道入口处设置滑行道关闭标志及不适用地区标志和灯光,夜间有红色警示灯,请机组留意."
W,"东里村靶场有炮射活动:以N36写E112箱为中心,半径8千米,高度5,000米(标准海平面气压)以下,射向:由西向东.F)FL000G)FL164"
M,关闭Z0滑行道.
P,连江导航台更新期间，LJG-09A进场程序LJG-DO航段需雷达引导.
M,"关闭下列滑行道或滑行线:1.A1,A2,A3,A4,B1,B2,B3,B4,B5,B6,B7,B8,T1,T6,K2,K4,K5,K6,K7滑行道;2.RWY18R/36L至B滑行道之间的H2,H3,H5,H6滑行道;3.K1滑行道至H7滑行道之间的A滑行道;4.H1滑行道至H7滑行道之间的B滑行道;5.RWY18R/36L至L01滑行线之间的H4滑行道;"
M,CNL
M,"RWY18L/36R关闭(允许从H1,H7滑行道穿越RWY18L/36R)因不停航施工."
N,大兴VOR/DME'DXG'115.35MHZ/CH100Y不提供使用，因设备维护.
I,"RWY09ILS仅供测试,不可使用,因校飞."
M,"E1滑行道与E2滑行道之间的E滑行道不提供航空器自主滑行,仅提供牵引车拖曳航空器使用,因机场机位饱和."
M,"滑行道A关闭,因维护."
M,关闭F7滑行道与M6滑行道之间的F滑行道.
A,因其他空域用户活动，以下航线段全高度禁航:1.J852航线JND-P187航段;2.J851航线JND-P223航段.F)GNDG)UNL
M,"RWY17L/35R关闭.期间,航空器可由C3滑行道,C6滑行道穿越跑道,禁止由C2滑行道,C4滑行道，C5滑行道,C7滑行道穿越跑道."
M,关闭下列滑行道或滑行线:1.位于C滑行道以西的Q4滑行道;2.322机位至325机位之间的L15滑行线;
N,"邳县VOR/DME'DPX'112.4MHZ/CH71X关闭,因停机维护."
I,"DME17R'IKM'CH48X仅供测试,不可使用,因校飞."
M,J5滑行道关闭.
M,"滑行道C关闭,因例行维护."
M,"RWY18L/36R关闭.期间,航空器可由A0滑行道和A1滑行道穿越跑道,禁止由A8滑行道和A9滑行道穿越跑道."
M,"C滑行道关闭,因施工."
I,RWY16R/34LILS不工作.
I,DME01'IFF'CH26X仅供测试，不可使用，因校飞.
M,"RWY16R/34L关闭(允许从R1,R3,R4,R6滑行道穿越RWY16R/34L)跑道关闭期间,设置跑道临时关闭标志."
M,"因维护，关闭以下滑行道或滑行线：1.A7滑行道,2.T1滑行线以东的B滑行道,3.T1滑行线."
M,下列滑行道关闭：1.Z3滑行道与F滑行道之间的S4滑行道.2.Z6滑行道与M1滑行道之间的F滑行道.
A,航路恢复正常.
A,"下列航路（线）段高度在6,600米（不含）以下禁航：1.W220航路（SANID-BAV）段，2.W72航路（VIKON-OMGEL）段，3.W69航路（P526-EGILO）段，4.W64航路（P527-OMGEL）段.F)FL000G)FL216"
M,"RWY03/21关闭,因维护."
M,下列滑行道关闭：1.D5滑行道与Z3滑行道之间的Z6滑行道.2.M滑行道与Z6滑行道之间的D6滑行道.
M,CNL.
M,"关闭14号至19号停机位之间的T2滑行道,因日常维护."
M,"RWY17L/35R关闭(允许从P1,P3,P4,P6滑行道穿越RWY17L/35R)跑道关闭期间,设置跑道临时关闭标志."
M,关闭下列滑行道:1.V滑行道.2.V12滑行道.3.V13滑行道.4.V14滑行道.5.V16滑行道.6.V17滑行道.
M,"关闭下列滑行道或滑行线:1.G,H滑行道;2.G滑行道至H滑行道之间的R1滑行道(包含G滑行道与R1滑行道,H滑行道与R1滑行道之间的交叉道口);3.G滑行道至H滑行道之间的R6滑行道(包含G滑行道与R6滑行道,H滑行道与R6滑行道之间的交叉道口);"
M,"因维保,以下滑行道关闭：1.A1-A102.B1-B7,B9-B123.A"
M,关闭下列滑行道:1.C滑行道以西的Z6滑行道.2.C滑行道与Y0滑行道之间的T4滑行道.
M,下列滑行道关闭：1.Y2滑行道与Y4滑行道之间的T1滑行道.2.G2滑行道与T2滑行道之间的Y1滑行道.
M,RWY16L/34R不提供B747-8机型客运航班起降.
I,RWY05ILS不工作，因故障.
I,"RWY06ILS仅供测试,不可使用,因校飞."
I,"IM17仅供测试,不可使用,因校飞."
F,"机场关闭,因施工."
I,"RWY05ILS仅供测试,不提供使用,因校飞."
M,"关闭下列滑行道或滑行线:1.B滑行道至E滑行道之间的L22滑行道(允许从W1滑行道,W2滑行道,W3滑行道,W4滑行道,W5滑行道,W6滑行道穿越L22滑行道);2.B滑行道至L04滑行线之间的P4滑行道(包含L04滑行线与P4滑行道之间的交叉道口);3.B5滑行道至P4滑行道之间的L04滑行线(包含P4滑行道与L04滑行线之间的交叉道口);"
I,"1.DME07'IZZ'CH24X仅供测试,不可使用,因校飞.2.DME25'IPX'CH50X仅供测试,不可使用,因校飞."
X,"新辟华东地区等待空域,内容如下:1.青州等待空域水平范围为:N255752E1180236-N262100E1180043-N264000E1181447-N264742E1175908-N265159E1175333-N264100E1173742-N255752E1180236;使用此等待空域须经ATC许可.2.景德镇等待空域水平范围为:N292710E如717-N291246E1173425-N290234E1170530-N292207E1165144-N292705E1165839-N292710E如717;使用此等待空域须经ATC许可.3.向塘等待空域水平范围为:N285311E1155447-N282418E1154423-N282236E1153114-N283105E1153451-N285311E1155447;使用此等待空域须经ATC许可."
M,关闭D12滑行道至D16滑行道之间的D滑行道
M,"RWY18L/36R不能用于降落,（国内备降、国际地区紧急备降除外9989"
I,"RWY16LILS仅供测试，不可使用,因校飞."
I,"RWY05ILS仅供测试,不提供使用,因校飞."
M,"关闭R5滑行道至R6滑行道之间的L08,L09滑行线."
M,"RWY18R/36L关闭(允许从H4,H7滑行道穿越RWY18R/36L)."
K,CHECKLISTYEAR=20192968YEAR=20211430397068296830725773867398741774407505755075517552817882058235826282638277830683598362845384708492849384948495YEAR=202200090062015502600261036604030404051905350565064007370738075107520798083208340872094409490962096309640975103110411044104510461048104910501069107311141146119212341238130513261327132913301351135213601380138113971398146914771487152515831606160716211622162316261627164316501655165717471748174917671821182218511855185618571858186618671884188519221923193719381939195019511958195919601971197419761980198119821987201320142015201620172018201920282035205520572069207520922097209921022106210721092114211621172125212621292130213121382139214021412142214321442148216721682169217021712174217521772180218121822183218621872188218921902191219221942198
A,"因临时活动,所有经H18航线中向塘VOR(KHN)-P47,所有高度关闭.原计划航路走浠水VOR(XSH)-W105-PEXEK-H18-青州NDB(DO)(来回)的航班改走:浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).原计划航路走OVTAN-H24-向塘VOR(KHN)-H18-青州NDB(DO)(来回)的航班改走:OVTAN-H24-P263-H2-青州NDB(DO).改航听从管制指挥.F)SFCG)UNL"
N,太原VOR/DME'TYN'113.1MHZ/CH78X不工作，因设备维护9975
M,"关闭下列滑行道或滑行线:1.B8滑行道至P1滑行道之间的A滑行道(包含P1滑行道与A滑行道之间的交叉道口;允许从P2滑行道,P3滑行道,P4滑行道,P6滑行道穿越A滑行道);2.A滑行道至D滑行道之间的P1滑行道(包含A滑行道与P1滑行道之间的交叉道口);3.A滑行道至D滑行道之间的P5滑行道(包含A滑行道与P5滑行道之间的交叉道口);"
M,"关闭下列滑行道或滑行线:1.L22滑行道至L19滑行道之间的B滑行道(允许从P2滑行道,P3滑行道穿越B滑行道);2.B滑行道至L02滑行线之间的B2滑行道(包含B滑行道与B2滑行道之间的交叉道口);3.E7滑行道至R1滑行道之间的F滑行道(允许从R2滑行道,R4滑行道,R6滑行道穿越F滑行道);4.F滑行道至G滑行道之间的R3滑行道(包含F滑行道与R3滑行道之间的交叉道口);5.F滑行道至G滑行道之间的R5滑行道(包含F滑行道与R5滑行道之间的交叉道口);"
M,关闭E滑行道至J滑行道之间的A滑行道，因道面维护.
M,"关闭下列滑行道或滑行线:1.D6滑行道至D7滑行道,D8滑行道至D9滑行道,D16滑行道至D17滑行道之间的D滑行道;2.H4滑行道至D11滑行道之间的C滑行道;"
F,"机场关闭,因演练."
M,下列滑行道关闭：1.G滑行道与H滑行道之间的T2滑行道.2.T1滑行道与T3滑行道之间的G滑行道.
M,关闭下列滑行道或滑行线:1.E7滑行道至E5滑行道之间的E滑行道;2.E滑行道至F滑行道之间的E6滑行道(包含E滑行道与E6滑行道之间的交叉道口);3.E滑行道至F滑行道之间的R6滑行道(包含E滑行道与R6滑行道之间的交叉道口);
M,关闭下列滑行道或滑行线:1.E5滑行道至R4滑行道之间的F滑行道;2.F滑行道至G滑行道之间的R5滑行道(包含F滑行道与R5滑行道之间的交叉道口);
I,DME19'IGO'CH42X仅供测试，不可使用，因校飞.
M,"RWY05/23关闭,因维护."
I,RWY17L/35RILS不工作.
M,下列滑行道关闭：1.H0滑行道以北的Y7滑行道.2.S8滑行道.
X,1.所有由济南遥墙机场起飞至广州白云机场航班（仅限国内航司），航路变更为：GULEKW4NUNGA，经NUNGA后加入ZBAA-ZGGG-01航路。2.所有由济南遥墙机场起飞至深圳宝安机场航班（仅限国内航司），航路变更为：GULEKW4EKORO，经EKORO后加入ZBAA-ZGSZ-01航路。3.所有由济南遥墙机场起飞至珠海金湾机场航班（仅限国内航司），航路变更为：GULEKW4EKORO，经EKORO后加入ZBAA-ZGSD-01航路。4.所有由济南遥墙机场起飞至三亚凤凰机场航班（仅限国内航司），航路变更为：GULEKW4NUNGA，经NUNGA后加入ZBAA-ZJSY-01R航路。
M,下列滑行道关闭：1.D3滑行道与D5滑行道之间的Z4滑行道2.M滑行道以南的D4滑行道.
M,关闭K4滑行道与J滑行道之间的Y4滑行道.
I,RWY35ILS仅供测试，不可使用，因飞行校7526
A,"下列航路（线）段高度在6,600M(不含)以下禁航：1.W64航路（VALNI-UBRAG)段，2.W69航路(DUDIL-TOREL）段.F)FL000G)FL216"
I,CNL.
M,"关闭下列滑行道或滑行线:1.B滑行道至E滑行道之间的L19滑行道(允许从V2滑行道,V7滑行道穿越L19滑行道);2.L20,L20A,L21,L21A滑行线;"
O,"26126,92150918.龙池B16风机26326,98346919.龙池B17风机26226,80149620.龙池B21风机26526,44149921.龙池B22风机26526,16551122.龙池B23风机26526,07351323.龙池B24风机26425,78848624.龙池B43风机27023,17050325.华电B01风机27411,960473.926.华电B02风机27312,551531.627.华电B03风机27112,757502.328.华电B08风机27512,401569.529.华电B10风机26912,694514.930.华电F05风机27512,105554.031.华电F06风机27311,698493.232.华电F07风机27311,457483.233.华电F08风机27311,278491.434.华电F10风机27110,904472.2"
M,"RWY01/19关闭,因维护."
A,"下列航路（线）段高度在6,600M(不含)以下禁航：1.W64航路（VALNI-UBRAG)段，2.W69航路(DUDIL-TOREL）段.F)FL000G)FL216"
M,"滑行道C关闭,因例行维护."
M,关闭J5滑行道.
M,"RWY06/24关闭,因维护."
M,"A5滑行道关闭,因施工."
F,本场每小时接收进港航班8架次，因停机位紧张.
M,关闭下列滑行道或滑行线:1.B滑行道至L02滑行线之间的B2滑行道(包含L02滑行线与B2滑行道之间的交叉道口);2.P2滑行道至L19滑行道之间的L02滑行线;
N,本场NDB'Y'420KHZ不提供使用.
M,"关闭下列滑行道或滑行线:1.R1滑行道至E8滑行道之间的F滑行道(包含E8滑行道与F滑行道之间的交叉道口;允许从R1滑行道,R3滑行道,R5滑行道穿越F滑行道);2.F滑行道至G滑行道之间的R2滑行道(包含F滑行道与R2滑行道之间的交叉道口);3.F滑行道至G滑行道之间的R4滑行道(包含F滑行道与R4滑行道之间的交叉道口);4.F滑行道至G滑行道之间的R6滑行道(包含F滑行道与R6滑行道之间的交叉道口);"
M,下列滑行道关闭：1.F1滑行道以南的Z0滑行道.2.Z0滑行道与Z3滑行道之间的F0滑行道.
M,"RWY18L/36R关闭(允许从H1,H7滑行道穿越RWY18L/36R)."
M,"关闭下列滑行道或滑行线:1.B滑行道至L04滑行线之间的B3滑行道(包含L04滑行线与B3滑行道之间的交叉道口);2.B滑行道至E滑行道之间的T1滑行道(允许从V2滑行道穿越T1滑行道);3.L03A滑行线至T4滑行道之间的W1滑行道(包含L03A滑行线与W1滑行道之间的交叉道口);4.L03,L03A滑行线;5.B4滑行道至L03A滑行线之间的L04滑行线(包含L03A滑行线与L04滑行线之间的交叉道口);"
M,滑行道A1至滑行道A2之间的滑行道A关闭.
I,"RWY03ILS仅供测试,不提供使用,因设备更新."
M,"RWY17R/35L关闭(允许从P1,P2,P4,P6滑行道穿越RWY17R/35L)跑道关闭期间,设置跑道临时关闭标志."
R,CNLNTM.
F,见下一份报.
A,TRIGGERNOTAM国内航空资料汇编（NAIP）修订08/2022期（2022-7-1）将于2022-8-11生效，请注意查收。08/2022期主要内容：总则部分无。航路部分新增及调整兰州区域管制扇区，新增及取消部分报告点，调整A599、H19、H24、R339、V67、V86、X140、X51、X135、W619航线部分航段数据；阿勒泰机场更名为阿勒泰/雪都机场；库尔勒机场更名为库尔勒/梨城机场；阿克苏/温宿机场更名为阿克苏/红旗坡机场；百色VOR导航台迁建；调整甘孜VOR导航台坐标。机场部分北京/首都机场
W,"黄寨靶场有炮射活动:范围：N380650E1124309-N380459E1124329-N380910E1130317-N381535E1130030-N380650E1124309,射高：12,000米以下（标准海平面气压）射向:70度.F)FL000G)FL394"
M,"滑行道M关闭,因施工."
M,关闭H5滑行道至D16滑行道之间的D滑行道
I,"RWY23DME'IYT'CH22X仅供测试,不可使用,因校飞."
F,"RWY03/21RVR设备A,B,C恢复正常工作."
A,"因临时活动,所有经H18航线中向塘VOR(KHN)-P47,所有高度关闭.原计划航路走浠水VOR(XSH)-W105-PEXEK-H18-青州NDB(DO)(来回)的航班改走:浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).原计划航路走OVTAN-H24-向塘VOR(KHN)-H18-青州NDB(DO)(来回)的航班改走:OVTAN-H24-P263-H2-青州NDB(DO).改航听从管制指挥.F)SFCG)UNL"
I,RWY31LOC不工作，因施工.
A,"下列航路（线）段高度在6,600M(不含)以下禁航：1.W64航路（VALNI-UBRAG)段，2.W69航路(DUDIL-TOREL）段.F)FL000G)FL216"
M,"340停机位关闭,因廊桥维修."
I,"RWY03ILS仅供测试，不提供使用,因校飞."
O,"机场新增临时障碍物(移动式吊装设备),且安装有障碍物标识和障碍物灯,活动范围如下:RWY05入口端以北825.4米至1,198.8米,跑道中心线以东774.7米至912.5米所围成的矩形区域,海拔高度最高可达117米."
F,RWY14/32RVR设备B不工作，因故障.
M,RWY16L/34R关闭.跑道关闭期间，需穿越该跑道的航空器仅可使用W1和Y9滑行道，因维护施工.
M,下列滑行道关闭：1.Z1滑行道.2.Z15滑行道.3.Z16滑行道.4.Z7滑行道与Z3滑行道之间的Z2滑行道.5.Z8滑行道.
M,关闭E2滑行道与T4滑行道之间的G滑行道.
L,"RWY04顺序闪光灯不可使用,因故障."
I,DME01'IFF'CH26X仅供测试，不可使用，因校飞.
M,关闭下列滑行道:1.Y4滑行道.2.T5滑行道以北的Y1滑行道.3.T5滑行道以北的Y2滑行道.4.T5滑行道以北的Y3滑行道.5.Y6滑行道以南的Y5滑行道.6.Y1滑行道与Y0滑行道之间的Z0滑行道.7.G滑行道以东的E6滑行道.8.Y6滑行道与T5滑行道之间的E滑行道.9.G滑行道与Y0滑行道之间的T4滑行道.
M,"关闭下列滑行道或滑行线:1.P6滑行道至P4滑行道之间的B滑行道(允许从P5滑行道穿越B滑行道);2.B滑行道至L04滑行线之间的B5滑行道(包含B滑行道与B5滑行道之间的交叉道口);3.B滑行道至L04滑行线之间的B6滑行道(包含B滑行道与B6滑行道之间的交叉道口);4.E7滑行道至R1滑行道之间的F滑行道(包含R1滑行道与F滑行道之间的交叉道口;允许从R2滑行道,R3滑行道,R4滑行道,R5滑行道穿越F滑行道);5.F滑行道至G滑行道之间的R1滑行道(包含F滑行道与R1滑行道之间的交叉道口);6.F滑行道至G滑行道之间的R6滑行道(包含F滑行道与R6滑行道之间的交叉道口);"
X,"本场所有快速出口滑行道指示灯不提供使用,因故障."
M,F4滑行道与Z4滑行道之间的F滑行道关闭.
M,"RWY10/28关闭,因积雪."
M,"RWY01/19关闭,因维护."
M,"RWY15/33关闭,因维护."
M,关闭下列滑行道:1.E7滑行道以北的G滑行道.2.T5滑行道与E7滑行道之间的G滑行道.
M,下列滑行道关闭：1.T4滑行道与K6滑行道之间的J滑行道.2.Y4滑行道与K滑行道之间的K4滑行道.3.Y4滑行道与K滑行道之间的K5滑行道.
M,"关闭下列滑行道或滑行线:1.B8滑行道至P1滑行道之间的A滑行道(允许从P2滑行道,P4滑行道,P5滑行道穿越A滑行道);2.D滑行道至A滑行道之间的P3滑行道(包含A滑行道与P3滑行道之间的交叉道口);3.D滑行道至A滑行道之间的P6滑行道(包含A滑行道与P6滑行道之间的交叉道口);"
I,"DME35L'IXR'CH56X限制性使用：在高度1,200米，距台22.1海里以外不可用."
M,"RWY16L/34R关闭跑道关闭期间,设置跑道临时关闭标志."
M,"关闭D6滑行道至D8滑行道,D17滑行道至H5滑行道之间的D滑行道"
M,N滑以东的D滑行道关闭.
I,RWY16R/34LILS不工作.
